_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
6170,A1402263,SUZIE,DOG,TAN,,AMER BULLDOG,SPAYED,2022-02-07,4,2026-02-07,HEALTHY,STRAY,OTC,,2026-02-14,ADOPTION,,HEALTHY,N KING RD X MCKEE RD,SAN JOSE,2026-02-14
6171,A1402264,,KITTEN,GRAY,,DOMESTIC SH,FEMALE,2026-02-06,0,2026-02-07,NURSING,STRAY,OTC,,2026-02-07,DIED,,NURSING,MUIRFIELD DR/LENDRUM AVE,SAN JOSE,2026-02-07
6172,A1402265,,KITTEN,GRAY,,DOMESTIC SH,MALE,2026-02-06,0,2026-02-07,NURSING,STRAY,OTC,,2026-02-08,DIED,,NURSING,MUIRFIELD DR/LENDRUM AVE,SAN JOSE,2026-02-09
6173,A1402266,,KITTEN,GRAY,,DOMESTIC SH,FEMALE,2026-02-06,0,2026-02-07,NURSING,STRAY,OTC,,2026-02-08,DIED,,NURSING,MUIRFIELD DR/LENDRUM AVE,SAN JOSE,2026-02-10
6174,A1402267,,KITTEN,GRAY,,DOMESTIC SH,FEMALE,2026-02-06,0,2026-02-07,NURSING,STRAY,OTC,,2026-02-07,EUTH,,NURSING,MUIRFIELD DR/LENDRUM AVE,SAN JOSE,2026-02-09
6175,A1402268,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2020-02-07,6,2026-02-07,PREGNANT,STRAY,OTC,,2026-02-11,RTF,,FERAL,RIVER FALLS DR X LA TORRE AVE,SAN JOSE,2026-02-11
6176,A1402270,,DOG,GRAY,TAN,FRENCH BULLDOG,FEMALE,2022-02-09,4,2026-02-07,MED SEV,STRAY,OTC,,2026-02-11,EUTH,,MED SEV,S 9TH ST/ E WILLIAMS ST,SAN JOSE,2026-02-11
6177,A1402272,GIGI,DOG,BROWN,WHITE,BOXER,SPAYED,2023-02-07,3,2026-02-07,MED R,STRAY,OTC,,2026-02-09,RTO,,MED R,N 1ST ST X E JULIAN ST,SAN JOSE,2026-02-09
6178,A1402273,SUMO,KITTEN,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-11-29,1,2026-02-07,HEALTHY,STRAY,OTC,,2026-02-11,ADOPTION,,HEALTHY,600 BLOCK SB X BERRYESSA,SAN JOSE,2026-02-11
6179,A1402275,,CAT,BUFF,WHITE,DOMESTIC SH,UNKNOWN,2025-04-07,1,2026-02-07,HEALTHY,STRAY,OTC,,2026-02-10,TRANSFER,,HEALTHY,S 2ND ST/E REED ST,SAN JOSE,2026-02-10
6180,A1402276,GARFIELD,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2023-12-01,3,2026-02-07,MED R,STRAY,OTC,,2026-02-09,RTO,,HEALTHY,AVENIDA ROTELLA X VIA CORDURA,SAN JOSE,2026-02-09
6181,A1402277,DEBBIE,DOG,BLACK,WHITE,CHIHUAHUA SH,SPAYED,2025-02-07,1,2026-02-07,HEALTHY,STRAY,OTC,,,,,,TULLY RD/KING RD,SAN JOSE,2026-03-18
6182,A1402280,HONEYCOMB,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2025-02-07,1,2026-02-07,HEALTHY,STRAY,OTC,,2026-03-07,TRANSFER,,HEALTHY,FLINCT CREST DR/FLINTCREST CT,SAN JOSE,2026-03-07
6183,A1402281,,KITTEN,TABBY-ORG,,DOMESTIC SH,FEMALE,2026-01-23,0,2026-02-07,HEALTHY,STRAY,OTC,,2026-02-22,TRANSFER,,HEALTHY,FLINCT CREST DR/FLINTCREST CT,SAN JOSE,2026-02-22
6184,A1402282,,KITTEN,TABBY-ORG,,DOMESTIC SH,MALE,2026-01-23,0,2026-02-07,HEALTHY,STRAY,OTC,,2026-02-22,TRANSFER,,HEALTHY,FLINCT CREST DR/FLINTCREST CT,SAN JOSE,2026-02-22
6185,A1402283,,KITTEN,TABBY-ORG,,DOMESTIC SH,MALE,2026-01-23,0,2026-02-07,HEALTHY,STRAY,OTC,,2026-02-22,TRANSFER,,HEALTHY,FLINCT CREST DR/FLINTCREST CT,SAN JOSE,2026-02-22
6186,A1402284,,KITTEN,CALICO-TRI,,DOMESTIC SH,FEMALE,2026-01-23,0,2026-02-07,HEALTHY,STRAY,OTC,,2026-02-22,TRANSFER,,HEALTHY,FLINCT CREST DR/FLINTCREST CT,SAN JOSE,2026-02-22
6187,A1402287,CHIRON,PUPPY,BROWN,,PIT BULL,MALE,2025-12-28,1,2026-02-07,MED R,STRAY,FIELD,,,,,,SAN TOMAS AQUINO X SARATOGA,SAN JOSE,2026-03-12
6188,A1402290,,CAT,BLACK,,DOMESTIC MH,NEUTERED,2021-02-08,5,2026-02-08,MED R,STRAY,OTC,,2026-02-19,RTF,,BEH M,HAMLINE ST/ELM ST,SAN JOSE,2026-02-19
6189,A1402291,BISCUIT,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-06-08,1,2026-02-08,MED SEV,STRAY,OTC,,,,,,S WHITE RD / SIENNA DR,SAN JOSE,2026-03-20
6190,A1402296,,PUPPY,GRAY,TAN,DOBERMAN PINSCH,NEUTERED,2025-11-07,1,2026-02-08,MED R,STRAY,OTC,IP ADOPT,2026-02-20,ADOPTION,,HEALTHY,ALUM ROCK / N JACKSON,SAN JOSE,2026-02-20
6191,A1402297,KARIZMA,DOG,WHITE,,CAIRN TERRIER,SPAYED,2021-02-08,5,2026-02-08,MED R,STRAY,OTC,,2026-02-18,RESCUE,,MED R,PLAYA DEL REY / ALLEN,SAN JOSE,2026-02-18
6192,A1402298,MISHA,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2025-08-09,1,2026-02-08,MED R,STRAY,OTC,,2026-02-11,RTF,,FERAL,HONEYSUCKLE DR X TAMPA WAY,SAN JOSE,2026-02-11
6193,A1402299,CHARLIE,DOG,BLACK,WHITE,DACHSHUND,NEUTERED,2018-02-20,8,2026-02-08,HEALTHY,STRAY,OTC,,2026-02-23,ADOPTION,,HEALTHY,CARRYBACK / ROUNDTABLE,SAN JOSE,2026-02-23
6194,A1402301,PANCHO,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-02-10,2,2026-02-08,MED R,STRAY,FIELD,,2026-02-15,ADOPTION,,MED R,VOLLMER X KING,SAN JOSE,2026-02-15
6195,A1402302,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2023-02-09,3,2026-02-08,MED R,STRAY,OTC,,2026-02-20,RTF,,BEH M,FLORENCE CT / S WHITE RD,SAN JOSE,2026-02-20
6196,A1402303,,CAT,WHITE,BLACK,DOMESTIC SH,NEUTERED,2024-02-09,2,2026-02-08,MED R,STRAY,OTC,,2026-02-22,RTF,,FERAL,FLORENCE CT / S WHITE RD,SAN JOSE,2026-02-22
6197,A1402304,,CAT,TABBY-BRN,,DOMESTIC LH,SPAYED,2025-02-08,1,2026-02-08,PREGNANT,STRAY,OTC,,2026-02-10,RTF,,FERAL,FLORENCE CT / S WHITE RD,SAN JOSE,2026-02-10
6198,A1402305,,CAT,WHITE,ORANGE,DOMESTIC LH,NEUTERED,2025-02-08,1,2026-02-08,PREGNANT,STRAY,OTC,,2026-02-10,RTF,,FERAL,FLORENCE CT / S WHITE RD,SAN JOSE,2026-02-10
6199,A1402309,,DOG,BLACK,WHITE,CHIHUAHUA SH,SPAYED,2019-02-08,7,2026-02-08,HEALTHY,STRAY,OTC,,2026-02-14,RESCUE,,HEALTHY,600 BLOCK S 10TH STREET X E REED STREET,SAN JOSE,2026-02-14
6200,A1402311,,DOG,TAN,WHITE,CHIHUAHUA SH,SPAYED,2024-02-13,2,2026-02-08,HEALTHY,STRAY,OTC,,2026-02-14,RESCUE,,HEALTHY,600 BLOCK S 10TH STREET X E REED STREET,SAN JOSE,2026-02-14
6201,A1402312,VICTORIA,DOG,GRAY,,CHIHUAHUA SH,SPAYED,2019-02-08,7,2026-02-08,HEALTHY,STRAY,OTC,,2026-02-20,ADOPTION,,HEALTHY,10TH STREET X E REED STREET,SAN JOSE,2026-02-20
6202,A1402313,MURIEL,DOG,BLACK,WHITE,CHIHUAHUA SH,FEMALE,2019-02-08,7,2026-02-08,HEALTHY,STRAY,OTC,,2026-02-24,RESCUE,,HEALTHY,600 BLOCK S 10TH STREET X E REED STREET,SAN JOSE,2026-02-24
6203,A1402314,ROSIE,DOG,WHITE,TAN,CHIHUAHUA SH,SPAYED,2016-02-09,10,2026-02-08,MED M,STRAY,OTC,,2026-02-24,RESCUE,,MED M,600 BLOCK S 10TH STREET X E REED STREET,SAN JOSE,2026-02-24
6204,A1402345,,CAT,BROWN,BLACK,SIAMESE,NEUTERED,2019-02-09,7,2026-02-09,MED SEV,STRAY,FIELD,,2026-02-09,EUTH,,MED SEV,WALNUT WOODS DR X LUCRETIA AVE,SAN JOSE,2026-02-14
6205,A1402346,,DOG,TAN,WHITE,CHIHUAHUA LH,SPAYED,2023-02-09,3,2026-02-09,HEALTHY,STRAY,OTC,,2026-02-14,RESCUE,,HEALTHY,MONTEREY RD / W CAPITOL EXPRESSWAY,SAN JOSE,2026-02-14
6206,A1402347,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-10-09,1,2026-02-09,MED SEV,STRAY,OTC,,2026-02-21,RTF,,FERAL,NARVAEZ AVE / SHADOW CREEK DR,SAN JOSE,2026-02-21
6207,A1402354,HEIDI,DOG,BROWN,WHITE,CHIHUAHUA SH,SPAYED,2017-02-09,9,2026-02-09,HEALTHY,OWNER SUR,OTC,OWNER PROB,2026-02-15,ADOPTION,,HEALTHY,,SAN JOSE,2026-02-15
6208,A1402358,BARNABY,DOG,BLACK,TAN,FOX TERR WIRE,MALE,2021-02-09,5,2026-02-09,HEALTHY,STRAY,OTC,,2026-02-18,RESCUE,,HEALTHY,W CALAVERAS BLVD X SERRA WAY,MILPITAS,2026-02-18
6209,A1402360,,PUPPY,BLACK,BROWN,MIN PINSCHER,NEUTERED,2025-12-09,1,2026-02-09,HEALTHY,STRAY,OTC,,2026-02-14,RESCUE,,HEALTHY,SEVEN TREES BLVD / SAN MATEO DR,SAN JOSE,2026-02-14
6210,A1402361,,PUPPY,BLACK,BROWN,MIN PINSCHER,SPAYED,2025-12-12,1,2026-02-09,HEALTHY,STRAY,OTC,,2026-02-14,RESCUE,,HEALTHY,SEVEN TREES BLVD / SAN MATEO DR,SAN JOSE,2026-02-14
6211,A1402363,PENNY,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2025-06-09,1,2026-02-09,MED R,STRAY,OTC,,2026-03-13,TRANSFER,,HEALTHY,800 BLOCK PETER PAN AVE,SAN JOSE,2026-03-13
6212,A1402364,LUMI,DOG,WHITE,GRAY,POODLE MIN,SPAYED,2025-02-09,1,2026-02-09,MED R,STRAY,OTC,,2026-02-19,ADOPTION,,HEALTHY,,SAN JOSE,2026-02-19
6213,A1402364,LUMI,DOG,WHITE,GRAY,POODLE MIN,SPAYED,2025-02-09,1,2026-02-21,MED R,RETURN,OTC,,2026-02-22,ADOPTION,,HEALTHY,,SAN JOSE,2026-02-22
6214,A1402366,ACHILLES,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2025-10-10,1,2026-02-09,HEALTHY,OWNER SUR,OTC,TOO MANY,2026-02-13,ADOPTION,,,,SAN JOSE,2026-02-13
6215,A1402367,OPHELIA,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2023-04-10,3,2026-02-09,HEALTHY,OWNER SUR,OTC,TOO MANY,2026-02-13,ADOPTION,,HEALTHY,,SAN JOSE,2026-02-13
6216,A1402368,BRISA,DOG,BLACK,TAN,GERM SHEPHERD,SPAYED,2025-02-09,1,2026-02-09,PREGNANT,STRAY,FIELD,,,,,,MAYFAIR PARK,SAN JOSE,2026-03-10
6217,A1402370,SABAN,DOG,BLACK,WHITE,BORDER COLLIE,NEUTERED,2025-05-09,1,2026-02-09,HEALTHY,STRAY,OTC,,2026-02-19,ADOPTION,,HEALTHY,BLOSSOM HILL,SAN JOSE,2026-02-19
6218,A1402371,CARRY,CAT,TABBY-BUFF,,DOMESTIC MH,SPAYED,2025-02-09,1,2026-02-09,MED R,STRAY,FIELD,,2026-02-20,ADOPTION,,MED R,CARRYBACK X AZUCAR,SAN JOSE,2026-02-20
6219,A1402385,BIGGS,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2020-02-10,6,2026-02-10,HEALTHY,STRAY,OTC,,2026-03-21,ADOPTION,,HEALTHY,100 BLOCK BLOSSOM HILL RD X BESWICK,SAN JOSE,2026-03-21
6220,A1402387,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2022-02-10,4,2026-02-10,MED R,STRAY,OTC,,2026-02-21,RTF,,BEH M,SAND POINT CT/SAND POINT DR,SAN JOSE,2026-02-21
6221,A1402391,,CAT,BLACK,,DOMESTIC SH,NEUTERED,2022-02-10,4,2026-02-10,MED R,STRAY,OTC,,2026-02-12,RTF,,BEH M,FLORENCE CT,SAN JOSE,2026-02-12
6222,A1402392,LOLA,PUPPY,TAN,,CHIHUAHUA LH,SPAYED,2025-12-23,1,2026-02-10,HEALTHY,STRAY,OTC,IP ADOPT,2026-02-11,ADOPTION,,HEALTHY,COTTLE RD X GREAT OAKS PKWY,SAN JOSE,2026-02-11
6223,A1402393,HEFFALUMP,DOG,TAN,,CHIHUAHUA SH,SPAYED,2022-02-10,4,2026-02-10,HEALTHY,STRAY,FIELD,,2026-03-03,RESCUE,,HEALTHY,LITTLE ORCHARD X CIMINO,SAN JOSE,2026-03-03
6224,A1402399,,CAT,WHITE,,DOMESTIC SH,FEMALE,2016-02-10,10,2026-02-10,MED SEV,STRAY,OTC,,2026-02-10,EUTH,,MED SEV,LEEWARD DR X SUNNYGLEN DR,SAN JOSE,2026-02-12
6225,A1402401,,OTHER,BLACK,WHITE,RABBIT SH,UNKNOWN,2025-10-10,1,2026-02-10,MED SEV,STRAY,OTC,,2026-02-10,EUTH,,MED SEV,ANGELICO DR/CORTANA DR,SAN JOSE,2026-02-10
6226,A1402402,MOCHA,DOG,BLACK,BROWN,DOBERMAN PINSCH,SPAYED,2025-07-10,1,2026-02-10,HEALTHY,STRAY,OTC,,2026-02-28,ADOPTION,,HEALTHY,MONTEREY RD/UMBARGER,SAN JOSE,2026-02-28
6227,A1402404,,CAT,TABBY-GRAY,,DOMESTIC SH,FEMALE,2025-09-10,1,2026-02-10,MED SEV,STRAY,MEDVET,,2026-02-11,EUTH,,MED SEV,JOSEFA/ PARK,SAN JOSE,2026-02-11
6228,A1402414,BINKY,DOG,BROWN,,CHIHUAHUA SH,SPAYED,2022-02-12,4,2026-02-11,HEALTHY,OWNER SUR,OTC,RESPONSIBL,2026-02-18,RESCUE,,HEALTHY,,SAN JOSE,2026-02-18
6229,A1402419,PJ,CAT,PT-LYNX,,DOMESTIC SH,SPAYED,2022-02-11,4,2026-02-11,PREGNANT,OWNER SUR,FIELD,,2026-02-14,ADOPTION,,MED M,,SAN JOSE,2026-02-14
6230,A1402421,STICH,DOG,BLACK,TAN,FRENCH BULLDOG,MALE,2022-02-11,4,2026-02-11,MED R,STRAY,OTC,,2026-02-11,RTO,,MED R,BERRYESSA RD/ PIEDMONT RD,SAN JOSE,2026-02-11
6231,A1402423,SPROUT,CAT,TABBY-GRAY,CREAM,DOMESTIC SH,SPAYED,2024-08-11,2,2026-02-11,MED R,OWNER SUR,FIELD,,2026-03-06,TRANSFER,,MED R,,SAN JOSE,2026-03-06
6232,A1402424,TIGRE,KITTEN,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2025-12-11,1,2026-02-11,MED R,OWNER SUR,FIELD,,2026-03-18,ADOPTION,,HEALTHY,,SAN JOSE,2026-03-18
6233,A1402425,AEOWYNN,KITTEN,TABBY-GRAY,,DOMESTIC SH,SPAYED,2025-11-11,1,2026-02-11,MED R,OWNER SUR,FIELD,,2026-03-19,RESCUE,,HEALTHY,,SAN JOSE,2026-03-19
6234,A1402426,UZI,KITTEN,GRAY,,DOMESTIC SH,SPAYED,2025-11-05,1,2026-02-11,MED R,OWNER SUR,FIELD,,2026-03-17,ADOPTION,,HEALTHY,,SAN JOSE,2026-03-17
6235,A1402430,ARIEL,PUPPY,TAN,WHITE,SIBERIAN HUSKY,SPAYED,2025-12-21,1,2026-02-11,MED R,STRAY,OTC,,2026-02-22,ADOPTION,,HEALTHY,SNELL AVE/SKYWAY DR,SAN JOSE,2026-02-22
6236,A1402433,,DOG,BLACK,GRAY,SHIH TZU,FEMALE,2023-02-11,3,2026-02-11,HEALTHY,STRAY,OTC,,2026-02-18,RESCUE,,HEALTHY,PARKMOOR AVE/MERIDIAN,SAN JOSE,2026-02-18
6237,A1402434,PENNY,DOG,TAN,WHITE,CHIHUAHUA SH,SPAYED,2025-08-11,1,2026-02-11,HEALTHY,STRAY,OTC,,2026-02-19,ADOPTION,,HEALTHY,MCLAUGHLIN AVE X TAPER LN,SAN JOSE,2026-02-19
6238,A1402440,,CAT,TABBY-GRAY,,DOMESTIC SH,MALE,2019-02-11,7,2026-02-11,MED SEV,STRAY,OTC,,2026-02-26,EUTH,,MED SEV,N 18TH ST/WASHINGTON ST,SAN JOSE,2026-02-26
6239,A1402444,WISP,DOG,WHITE,,CAIRN TERRIER,FEMALE,2025-02-11,1,2026-02-11,HEALTHY,CONFISCATE,POLICE,,2026-02-14,RTO,,,,SAN JOSE,2026-02-14
6240,A1402444,WISP,DOG,WHITE,,CAIRN TERRIER,FEMALE,2025-02-11,1,2026-02-14,HEALTHY,OWNER SUR,OTC,,2026-02-18,RESCUE,,HEALTHY,,,2026-02-18
6241,A1402446,,CAT,WHITE,BLACK,DOMESTIC SH,MALE,2016-02-25,10,2026-02-11,MED R,STRAY,OTC,,2026-02-25,EUTH,,MED SEV,SUMMERDAYS CT / SUMMERVIEW DR,SAN JOSE,2026-02-25
6242,A1402474,,CAT,BLACK,,DOMESTIC MH,NEUTERED,2021-02-12,5,2026-02-12,MED SEV,STRAY,OTC,,2026-02-25,RTF,,FERAL,,SAN JOSE,2026-02-25
6243,A1402485,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-02-12,2,2026-02-12,MED R,STRAY,OTC,,2026-02-25,RTF,,MED R,HAVERHILL CT/PAWTUCKET WAY,SAN JOSE,2026-02-25
6244,A1402487,,CAT,BLACK,,DOMESTIC SH,SPAYED,2025-02-12,1,2026-02-12,MED SEV,STRAY,OTC,,2026-02-25,EUTH,,MED SEV,EZIE ST & SENTER RD,SAN JOSE,2026-02-25
6245,A1402488,AMORE,OTHER,WHITE,BROWN,RABBIT SH,SPAYED,2024-02-12,2,2026-02-12,HEALTHY,STRAY,OTC,IP ADOPT,,,,,BRIGADOON WAY X DANIEL MAONEY DR,SAN JOSE,2026-03-22
6246,A1402489,,DOG,TAN,WHITE,CHIHUAHUA SH,MALE,2024-08-12,2,2026-02-12,HEALTHY,STRAY,OTC,,2026-02-18,RESCUE,,HEALTHY,LUZ AVE/ ALEXIAN DR,SAN JOSE,2026-02-18
6247,A1402491,,DOG,BROWN,WHITE,PIT BULL,FEMALE,2025-04-15,1,2026-02-12,HEALTHY,CONFISCATE,POLICE,,2026-02-27,TRANSFER,,HEALTHY,,SAN JOSE,2026-02-27
6248,A1402492,TOBY,DOG,TAN,WHITE,SIBERIAN HUSKY,NEUTERED,2024-01-26,2,2026-02-12,BEH R,CONFISCATE,POLICE,,2026-03-10,EUTH,,BEH U,,SAN JOSE,2026-03-10
6249,A1402493,,KITTEN,BLACK,,DOMESTIC SH,FEMALE,2025-12-12,1,2026-02-12,HEALTHY,STRAY,OTC,,2026-02-23,TRANSFER,,HEALTHY,DUBLIN/SUFFOLK DR,SAN JOSE,2026-02-23
6250,A1402494,,KITTEN,BLACK,,DOMESTIC SH,MALE,2025-11-12,1,2026-02-12,HEALTHY,STRAY,OTC,,2026-02-23,TRANSFER,,HEALTHY,DUBLIN/SUFFOLK DR,SAN JOSE,2026-02-23
6251,A1402495,,KITTEN,BLACK,,DOMESTIC SH,MALE,2025-11-12,1,2026-02-12,HEALTHY,STRAY,OTC,,2026-02-23,TRANSFER,,HEALTHY,DUBLIN/SUFFOLK DR,SAN JOSE,2026-02-23
6252,A1402496,,KITTEN,BLACK,,DOMESTIC SH,FEMALE,2025-11-12,1,2026-02-12,HEALTHY,STRAY,OTC,,2026-02-23,TRANSFER,,HEALTHY,DUBLIN/SUFFOLK DR,SAN JOSE,2026-02-23
6253,A1402499,CHARLIE,DOG,BLACK,BROWN,CHIHUAHUA SH,NEUTERED,2016-02-12,10,2026-02-12,MED R,STRAY,OTC,,2026-02-18,RTO,,MED R,VIRGINIA AVE X S KING RD,SAN JOSE,2026-02-18
6254,A1402507,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,2016-02-12,10,2026-02-12,MED SEV,STRAY,OTC,,2026-02-13,EUTH,,MED SEV,S PARK VICTORIA DR X BIG BASIN DR,MILPITAS,2026-02-13
6255,A1402509,HUCKLEBERRY,DOG,WHITE,,GREAT PYRENEES,NEUTERED,2020-02-12,6,2026-02-12,HEALTHY,STRAY,OTC,,2026-02-20,ADOPTION,,HEALTHY,UMBARGER RD/AIELLO DR,SAN JOSE,2026-02-20
6256,A1402510,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,MALE,2025-08-12,1,2026-02-12,MED SEV,STRAY,OTC,,2026-02-13,EUTH,,MED SEV,PARK AVE X JOSEFA ST,SAN JOSE,2026-02-13
6257,A1402511,,OTHER,WHITE,GRAY,RABBIT SH,FEMALE,2021-02-12,5,2026-02-12,MED SEV,STRAY,OTC,,2026-02-12,EUTH,,MED SEV,SIERRA RD / N CAPITOL,SAN JOSE,2026-02-12
6258,A1402514,CHEDDAR,DOG,TAN,WHITE,AKITA,SPAYED,2025-06-12,1,2026-02-12,HEALTHY,STRAY,FIELD,,2026-03-21,ADOPTION,,HEALTHY,FRUITDALE AVE/ LEIGH AVE,SAN JOSE,2026-03-21
6259,A1402517,TWIGGY,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,2025-07-02,1,2026-02-13,HEALTHY,STRAY,OTC,,2026-03-03,ADOPTION,,HEALTHY,TIERRA BUENA X ALVIN DR.,SAN JOSE,2026-03-03
6260,A1402518,,CAT,TORBI-DIL,,DOMESTIC SH,SPAYED,2019-02-13,7,2026-02-13,PREGNANT,STRAY,OTC,,2026-02-14,RTO,,,BUNDY AVE/ARCADIA DR,SAN JOSE,2026-02-14
6261,A1402519,,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,2025-08-13,1,2026-02-13,HEALTHY,STRAY,OTC,,2026-02-20,ADOPTION,,HEALTHY,TIERRA BUENA X ALVIN DR.,SAN JOSE,2026-02-20
6262,A1402520,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2025-08-13,1,2026-02-13,HEALTHY,STRAY,OTC,,2026-02-23,TRANSFER,,HEALTHY,TIERRA BUENA X ALVIN DR.,SAN JOSE,2026-02-23
6263,A1402522,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-02-13,1,2026-02-13,HEALTHY,STRAY,OTC,,2026-02-23,TRANSFER,,HEALTHY,MONTE VERANO CT X ALUM ROCK AVE,SAN JOSE,2026-02-23
6264,A1402523,BOXER,DOG,TAN,WHITE,CHIHUAHUA SH,MALE,2018-02-13,8,2026-02-13,MED R,STRAY,OTC,,2026-02-18,RTO,,HEALTHY,MENKER AVE/KINGMAN AVE,SAN JOSE,2026-02-18
6265,A1402524,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2025-10-13,1,2026-02-13,MED EMERG,STRAY,OTC,,2026-02-13,EUTH,,MED EMERG,PARK AVE X BARAK OBAMA BLVD,SAN JOSE,2026-02-13
6266,A1402525,,CAT,BLACK,,DOMESTIC SH,MALE,2025-08-12,1,2026-02-13,MED R,STRAY,OTC,,2026-02-22,TRANSFER,,MED R,DE MARIETTA AVE/LEIGH AVE,SAN JOSE,2026-02-23
6267,A1402526,TURNIP,OTHER,BROWN,WHITE,GUINEA PIG,MALE,2025-02-13,1,2026-02-13,HEALTHY,STRAY,OTC,,,,,,W. SAN FERNANDO ST X WILSON AVE,SAN JOSE,2026-02-23
6268,A1402532,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2021-02-13,5,2026-02-13,MED R,STRAY,OTC,,2026-02-25,RTF,,FERAL,HERMITAGE CT X LOS ENCINOS DR,SAN JOSE,2026-02-26
6269,A1402533,DENZEL,CAT,BLACK,,DOMESTIC MH,NEUTERED,2021-02-13,5,2026-02-13,MED R,STRAY,OTC,,2026-03-01,ADOPTION,,HEALTHY,S ABEL ST X GREAT MALL PKWY,MILPITAS,2026-03-01
6270,A1402534,,DOG,TAN,,PUG,FEMALE,2024-02-13,2,2026-02-13,PREGNANT,CONFISCATE,ASO,,2026-02-24,RESCUE,,,,SAN JOSE,2026-02-24
6271,A1402535,FREDDIE,DOG,TAN,,PUG,MALE,2024-02-13,2,2026-02-13,HEALTHY,CONFISCATE,ASO,,2026-02-24,RESCUE,,,,SAN JOSE,2026-02-24
6272,A1402537,,DOG,BROWN,TAN,CHIHUAHUA SH,UNKNOWN,2021-02-13,5,2026-02-13,MED EMERG,STRAY,OTC,,2026-02-13,EUTH,,MED EMERG,ENESCO AVE X AIDA AVE,SAN JOSE,2026-02-13
6273,A1402538,,CAT,TABBY-BRN,,DOMESTIC LH,SPAYED,2017-02-13,9,2026-02-13,MED R,STRAY,OTC,,,,,,SNELL X CAPITOL,SAN JOSE,2026-02-23
6274,A1402539,NUTELLA,DOG,BRINDLE-BN,BLACK,FRENCH BULLDOG,NEUTERED,2023-02-13,3,2026-02-13,MED R,STRAY,OTC,,,,,,MCKEE RD & CAPITOL AVE,SAN JOSE,2026-03-11
6275,A1402541,,CAT,BUFF,,DOMESTIC SH,SPAYED,2024-02-13,2,2026-02-13,PREGNANT,STRAY,OTC,,2026-02-19,RTF,,FERAL,ABORN SQUARE,SAN JOSE,2026-02-19
6276,A1402542,,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,MALE,2026-02-11,0,2026-02-13,NURSING,STRAY,OTC,,2026-02-14,RESCUE,,NURSING,HUNKEN DR,SAN JOSE,2026-02-14
6277,A1402545,DIOR WHITE,DOG,WHITE,TAN,FRENCH BULLDOG,FEMALE,2023-02-14,3,2026-02-14,HEALTHY,CONFISCATE,POLICE,,2026-02-15,RTO,,HEALTHY,,MILPITAS,2026-02-15
6278,A1402548,,CAT,TABBY-BRN,,DOMESTIC MH,NEUTERED,2019-02-14,7,2026-02-14,MED R,STRAY,OTC,,2026-03-12,RTF,,FERAL,MILL STREAM DR X CANOAS GARDEN AVE,SAN JOSE,2026-03-12
6279,A1402552,,DOG,WHITE,TAN,CHIHUAHUA SH,MALE,2015-02-14,11,2026-02-14,MED M,STRAY,OTC,,2026-02-20,RESCUE,,MED M,LEWIS RD/ SENTER RD,SAN JOSE,2026-02-20
6280,A1402553,,DOG,WHITE,,POODLE MIN,FEMALE,2023-02-14,3,2026-02-14,HEALTHY,CONFISCATE,POLICE,,2026-03-02,RESCUE,,HEALTHY,,SAN JOSE,2026-03-02
6281,A1402557,CARNITAS,PUPPY,BROWN,TAN,SIBERIAN HUSKY,SPAYED,2025-11-14,1,2026-02-14,HEALTHY,OWNER SUR,FIELD,,2026-02-21,ADOPTION,,HEALTHY,,SAN JOSE,2026-02-21
